label,text,tokenize,remove_stopwords,stemming
Positive,alih alih menyederhanakan regulasi uu cipta kerja justru menciptakan banyak blangko kosong berupa pelimpahan penga,"['alih', 'alih', 'menyederhanakan', 'regulasi', 'uu', 'cipta', 'kerja', 'justru', 'menciptakan', 'banyak', 'blangko', 'kosong', 'berupa', 'pelimpahan', 'penga']","['alih', 'alih', 'menyederhanakan', 'regulasi', 'uu', 'cipta', 'kerja', 'menciptakan', 'blangko', 'kosong', 'pelimpahan', 'penga']","['alih', 'alih', 'sederhana', 'regulasi', 'uu', 'cipta', 'kerja', 'cipta', 'blangko', 'kosong', 'limpah', 'penga']"
Positive,awal februari presiden mengesahkan peraturan pelaksana sebagai turunan uu cipta kerja jumlah itu masih,"['awal', 'februari', 'presiden', 'mengesahkan', 'peraturan', 'pelaksana', 'sebagai', 'turunan', 'uu', 'cipta', 'kerja', 'jumlah', 'itu', 'masih']","['februari', 'presiden', 'mengesahkan', 'peraturan', 'pelaksana', 'turunan', 'uu', 'cipta', 'kerja']","['februari', 'presiden', 'kesah', 'atur', 'laksana', 'turun', 'uu', 'cipta', 'kerja']"
Positive,uu cipta kerja melindungi pekerja non formal,"['uu', 'cipta', 'kerja', 'melindungi', 'pekerja', 'non', 'formal']","['uu', 'cipta', 'kerja', 'melindungi', 'pekerja', 'non', 'formal']","['uu', 'cipta', 'kerja', 'lindung', 'kerja', 'non', 'formal']"
Positive,dan yg lo bela itu berkarya heyy sjk kpn plagiat di sebut karya sekali plagiat ya cap itu bakalan ad smp kapanpun dan o,"['dan', 'yg', 'lo', 'bela', 'itu', 'berkarya', 'heyy', 'sjk', 'kpn', 'plagiat', 'di', 'sebut', 'karya', 'sekali', 'plagiat', 'ya', 'cap', 'itu', 'bakalan', 'ad', 'smp', 'kapanpun', 'dan', 'o']","['yg', 'lo', 'bela', 'berkarya', 'heyy', 'sjk', 'kpn', 'plagiat', 'karya', 'plagiat', 'ya', 'cap', 'ad', 'smp', 'o']","['yg', 'lo', 'bela', 'karya', 'heyy', 'sjk', 'kpn', 'plagiat', 'karya', 'plagiat', 'ya', 'cap', 'ad', 'smp', 'o']"
Neutral,tata cara pembuatan faktur pajak sesuai uu cipta kerja,"['tata', 'cara', 'pembuatan', 'faktur', 'pajak', 'sesuai', 'uu', 'cipta', 'kerja']","['tata', 'pembuatan', 'faktur', 'pajak', 'sesuai', 'uu', 'cipta', 'kerja']","['tata', 'buat', 'faktur', 'pajak', 'sesuai', 'uu', 'cipta', 'kerja']"
Neutral,lahirnya peraturan pemerintah sebagai turunan dari uu cipta kerja merupakan momentum bagi kita untuk bekerja d,"['lahirnya', 'peraturan', 'pemerintah', 'sebagai', 'turunan', 'dari', 'uu', 'cipta', 'kerja', 'merupakan', 'momentum', 'bagi', 'kita', 'untuk', 'bekerja', 'd']","['lahirnya', 'peraturan', 'pemerintah', 'turunan', 'uu', 'cipta', 'kerja', 'momentum', 'd']","['lahir', 'atur', 'perintah', 'turun', 'uu', 'cipta', 'kerja', 'momentum', 'd']"
Positive,menteri menyebut sedikitnya terdapat kelebihan pp nomor tahun tentang penyelenggaraa,"['menteri', 'menyebut', 'sedikitnya', 'terdapat', 'kelebihan', 'pp', 'nomor', 'tahun', 'tentang', 'penyelenggaraa']","['menteri', 'menyebut', 'kelebihan', 'pp', 'nomor', 'penyelenggaraa']","['menteri', 'sebut', 'lebih', 'pp', 'nomor', 'penyelenggaraa']"
Positive,presiden telah menetapkan peraturan pelaksana uu cipta kerja yang diharapkan dapat segera berdampak pada upaya pemu,"['presiden', 'telah', 'menetapkan', 'peraturan', 'pelaksana', 'uu', 'cipta', 'kerja', 'yang', 'diharapkan', 'dapat', 'segera', 'berdampak', 'pada', 'upaya', 'pemu']","['presiden', 'menetapkan', 'peraturan', 'pelaksana', 'uu', 'cipta', 'kerja', 'diharapkan', 'berdampak', 'upaya', 'pemu']","['presiden', 'tetap', 'atur', 'laksana', 'uu', 'cipta', 'kerja', 'harap', 'dampak', 'upaya', 'mu']"
Positive,manfaat uu cipta kerja telah nyata dirasakan indoensia maju,"['manfaat', 'uu', 'cipta', 'kerja', 'telah', 'nyata', 'dirasakan', 'indoensia', 'maju']","['manfaat', 'uu', 'cipta', 'kerja', 'nyata', 'dirasakan', 'indoensia', 'maju']","['manfaat', 'uu', 'cipta', 'kerja', 'nyata', 'rasa', 'indoensia', 'maju']"
Positive,iya saya setuju datuk mereka cuma membela kepentingan mrk saja sampai mereka melaku,"['iya', 'saya', 'setuju', 'datuk', 'mereka', 'cuma', 'membela', 'kepentingan', 'mrk', 'saja', 'sampai', 'mereka', 'melaku']","['iya', 'setuju', 'datuk', 'membela', 'kepentingan', 'mrk', 'melaku']","['iya', 'tuju', 'datuk', 'bela', 'penting', 'mrk', 'laku']"
Neutral,hai kak nsesuai psl hurufklaster perpajakan uu cipta kerja faktur harus mencantumkan identitas,"['hai', 'kak', 'nsesuai', 'psl', 'hurufklaster', 'perpajakan', 'uu', 'cipta', 'kerja', 'faktur', 'harus', 'mencantumkan', 'identitas']","['hai', 'kak', 'nsesuai', 'psl', 'hurufklaster', 'perpajakan', 'uu', 'cipta', 'kerja', 'faktur', 'mencantumkan', 'identitas']","['hai', 'kak', 'nsesuai', 'psl', 'hurufklaster', 'paja', 'uu', 'cipta', 'kerja', 'faktur', 'cantum', 'identitas']"
Positive,jangan lewatkan live instagram bersama yang akan membicarakan mengenai dampak umum uu cipta kerja terhad,"['jangan', 'lewatkan', 'live', 'instagram', 'bersama', 'yang', 'akan', 'membicarakan', 'mengenai', 'dampak', 'umum', 'uu', 'cipta', 'kerja', 'terhad']","['lewatkan', 'live', 'instagram', 'membicarakan', 'dampak', 'uu', 'cipta', 'kerja', 'terhad']","['lewat', 'live', 'instagram', 'bicara', 'dampak', 'uu', 'cipta', 'kerja', 'had']"
Positive,hi sobat citata nyuk ikuti webinar series dcktrp tema peran pelaku teknis bangunan dalam kemajuan kota jakarta,"['hi', 'sobat', 'citata', 'nyuk', 'ikuti', 'webinar', 'series', 'dcktrp', 'tema', 'peran', 'pelaku', 'teknis', 'bangunan', 'dalam', 'kemajuan', 'kota', 'jakarta']","['hi', 'sobat', 'citata', 'nyuk', 'ikuti', 'webinar', 'series', 'dcktrp', 'tema', 'peran', 'pelaku', 'teknis', 'bangunan', 'kemajuan', 'kota', 'jakarta']","['hi', 'sobat', 'citata', 'nyuk', 'ikut', 'webinar', 'series', 'dcktrp', 'tema', 'peran', 'laku', 'teknis', 'bangun', 'maju', 'kota', 'jakarta']"
Negative,undang undang cipta kerja dan produk hukum turunannya hingga kini masih menempatkan lahan pertanian dalam ancaman konversi,"['undang', 'undang', 'cipta', 'kerja', 'dan', 'produk', 'hukum', 'turunannya', 'hingga', 'kini', 'masih', 'menempatkan', 'lahan', 'pertanian', 'dalam', 'ancaman', 'konversi']","['undang', 'undang', 'cipta', 'kerja', 'produk', 'hukum', 'turunannya', 'menempatkan', 'lahan', 'pertanian', 'ancaman', 'konversi']","['undang', 'undang', 'cipta', 'kerja', 'produk', 'hukum', 'turun', 'tempat', 'lahan', 'tani', 'ancam', 'konversi']"
Positive,disahkannya uu nomor tahun tentang cipta kerja menjadikan diakui sebagai badan hukum tertulis pd nd,"['disahkannya', 'uu', 'nomor', 'tahun', 'tentang', 'cipta', 'kerja', 'menjadikan', 'diakui', 'sebagai', 'badan', 'hukum', 'tertulis', 'pd', 'nd']","['disahkannya', 'uu', 'nomor', 'cipta', 'kerja', 'menjadikan', 'diakui', 'badan', 'hukum', 'tertulis', 'pd', 'nd']","['sah', 'uu', 'nomor', 'cipta', 'kerja', 'jadi', 'aku', 'badan', 'hukum', 'tulis', 'pd', 'nd']"
Neutral,nyari thread yang bahas peraturan turunan uu cipta kerja dimana ya,"['nyari', 'thread', 'yang', 'bahas', 'peraturan', 'turunan', 'uu', 'cipta', 'kerja', 'dimana', 'ya']","['nyari', 'thread', 'bahas', 'peraturan', 'turunan', 'uu', 'cipta', 'kerja', 'dimana', 'ya']","['nyari', 'thread', 'bahas', 'atur', 'turun', 'uu', 'cipta', 'kerja', 'mana', 'ya']"
Neutral,apabila ada faktur pajak yang data identitasnya tidak dicantumkan seperti yang diminta pada pasal aya,"['apabila', 'ada', 'faktur', 'pajak', 'yang', 'data', 'identitasnya', 'tidak', 'dicantumkan', 'seperti', 'yang', 'diminta', 'pada', 'pasal', 'aya']","['faktur', 'pajak', 'data', 'identitasnya', 'dicantumkan', 'pasal', 'aya']","['faktur', 'pajak', 'data', 'identitas', 'cantum', 'pasal', 'aya']"
Negative,undang undang cipta kerja dan produk hukum turunannya hingga kini masih menempatkan lahan pertanian dalam ancaman,"['undang', 'undang', 'cipta', 'kerja', 'dan', 'produk', 'hukum', 'turunannya', 'hingga', 'kini', 'masih', 'menempatkan', 'lahan', 'pertanian', 'dalam', 'ancaman']","['undang', 'undang', 'cipta', 'kerja', 'produk', 'hukum', 'turunannya', 'menempatkan', 'lahan', 'pertanian', 'ancaman']","['undang', 'undang', 'cipta', 'kerja', 'produk', 'hukum', 'turun', 'tempat', 'lahan', 'tani', 'ancam']"
Positive,uu skrng banyak yg menjebak om seperti uu cipta kerja nada kasus soal galiandi suatu kabupat,"['uu', 'skrng', 'banyak', 'yg', 'menjebak', 'om', 'seperti', 'uu', 'cipta', 'kerja', 'nada', 'kasus', 'soal', 'galiandi', 'suatu', 'kabupat']","['uu', 'skrng', 'yg', 'menjebak', 'om', 'uu', 'cipta', 'kerja', 'nada', 'galiandi', 'kabupat']","['uu', 'skrng', 'yg', 'jebak', 'om', 'uu', 'cipta', 'kerja', 'nada', 'galiandi', 'kabupat']"
Positive,mari dukung uu cipta kerja untuk capai pertumbuhan ekonomi indonesia,"['mari', 'dukung', 'uu', 'cipta', 'kerja', 'untuk', 'capai', 'pertumbuhan', 'ekonomi', 'indonesia']","['mari', 'dukung', 'uu', 'cipta', 'kerja', 'capai', 'pertumbuhan', 'ekonomi', 'indonesia']","['mari', 'dukung', 'uu', 'cipta', 'kerja', 'capai', 'tumbuh', 'ekonomi', 'indonesia']"
Neutral,sebanyak peraturan pelaksanaan uu cipta kerja telah rampung nmencakup apa saja peraturan pelaksana tersebut nseleng,"['sebanyak', 'peraturan', 'pelaksanaan', 'uu', 'cipta', 'kerja', 'telah', 'rampung', 'nmencakup', 'apa', 'saja', 'peraturan', 'pelaksana', 'tersebut', 'nseleng']","['peraturan', 'pelaksanaan', 'uu', 'cipta', 'kerja', 'rampung', 'nmencakup', 'peraturan', 'pelaksana', 'nseleng']","['atur', 'laksana', 'uu', 'cipta', 'kerja', 'rampung', 'nmencakup', 'atur', 'laksana', 'nseleng']"
Positive,stop provokasi mari bersama kita dukung uu omnibus law cipta kerja karena penerapat uu cipta kerja menja,"['stop', 'provokasi', 'mari', 'bersama', 'kita', 'dukung', 'uu', 'omnibus', 'law', 'cipta', 'kerja', 'karena', 'penerapat', 'uu', 'cipta', 'kerja', 'menja']","['stop', 'provokasi', 'mari', 'dukung', 'uu', 'omnibus', 'law', 'cipta', 'kerja', 'penerapat', 'uu', 'cipta', 'kerja', 'menja']","['stop', 'provokasi', 'mari', 'dukung', 'uu', 'omnibus', 'law', 'cipta', 'kerja', 'rapat', 'uu', 'cipta', 'kerja', 'menja']"
Neutral,klhk intensifkan pengaturan tindak lanjut uu cipta kerja,"['klhk', 'intensifkan', 'pengaturan', 'tindak', 'lanjut', 'uu', 'cipta', 'kerja']","['klhk', 'intensifkan', 'pengaturan', 'tindak', 'uu', 'cipta', 'kerja']","['klhk', 'intensif', 'atur', 'tindak', 'uu', 'cipta', 'kerja']"
Negative,gerakan tolak uu cipta kerja gatot nurmantyo menggerakan massa pelajar untuk ikut aksi berujung anarkis,"['gerakan', 'tolak', 'uu', 'cipta', 'kerja', 'gatot', 'nurmantyo', 'menggerakan', 'massa', 'pelajar', 'untuk', 'ikut', 'aksi', 'berujung', 'anarkis']","['gerakan', 'tolak', 'uu', 'cipta', 'kerja', 'gatot', 'nurmantyo', 'menggerakan', 'massa', 'pelajar', 'aksi', 'berujung', 'anarkis']","['gera', 'tolak', 'uu', 'cipta', 'kerja', 'gatot', 'nurmantyo', 'gera', 'massa', 'ajar', 'aksi', 'ujung', 'anarkis']"
Positive,uu cipta kerja lbh baik dan sosialisasikan ke publik bahwa banyak manfaatnya dan uu ini menghilangkan biaya siluman,"['uu', 'cipta', 'kerja', 'lbh', 'baik', 'dan', 'sosialisasikan', 'ke', 'publik', 'bahwa', 'banyak', 'manfaatnya', 'dan', 'uu', 'ini', 'menghilangkan', 'biaya', 'siluman']","['uu', 'cipta', 'kerja', 'lbh', 'sosialisasikan', 'publik', 'manfaatnya', 'uu', 'menghilangkan', 'biaya', 'siluman']","['uu', 'cipta', 'kerja', 'lbh', 'sosialisasi', 'publik', 'manfaat', 'uu', 'hilang', 'biaya', 'siluman']"
Positive,uu cipta kerja picu lapangan kerja,"['uu', 'cipta', 'kerja', 'picu', 'lapangan', 'kerja']","['uu', 'cipta', 'kerja', 'picu', 'lapangan', 'kerja']","['uu', 'cipta', 'kerja', 'picu', 'lapang', 'kerja']"
Positive,uu cipta kerja melindungi pekerja lokal,"['uu', 'cipta', 'kerja', 'melindungi', 'pekerja', 'lokal']","['uu', 'cipta', 'kerja', 'melindungi', 'pekerja', 'lokal']","['uu', 'cipta', 'kerja', 'lindung', 'kerja', 'lokal']"
Positive,berikut strategi yang disiapkan na memelihara pasar ekspor dan produk utama na fokus pada usaha kecil dan menengah uk,"['berikut', 'strategi', 'yang', 'disiapkan', 'na', 'memelihara', 'pasar', 'ekspor', 'dan', 'produk', 'utama', 'na', 'fokus', 'pada', 'usaha', 'kecil', 'dan', 'menengah', 'uk']","['strategi', 'disiapkan', 'na', 'memelihara', 'pasar', 'ekspor', 'produk', 'utama', 'na', 'fokus', 'usaha', 'menengah', 'uk']","['strategi', 'siap', 'na', 'pelihara', 'pasar', 'ekspor', 'produk', 'utama', 'na', 'fokus', 'usaha', 'tengah', 'uk']"
Positive,uu cipta kerja membuka lapangan pekerjaan baru,"['uu', 'cipta', 'kerja', 'membuka', 'lapangan', 'pekerjaan', 'baru']","['uu', 'cipta', 'kerja', 'membuka', 'lapangan', 'pekerjaan']","['uu', 'cipta', 'kerja', 'buka', 'lapang', 'kerja']"
Positive,kabar baik untuk nih yang sedang menimbang nimbang lokasi usaha npp no yang mengatur kemudahan pelind,"['kabar', 'baik', 'untuk', 'nih', 'yang', 'sedang', 'menimbang', 'nimbang', 'lokasi', 'usaha', 'npp', 'no', 'yang', 'mengatur', 'kemudahan', 'pelind']","['kabar', 'nih', 'menimbang', 'nimbang', 'lokasi', 'usaha', 'npp', 'no', 'mengatur', 'kemudahan', 'pelind']","['kabar', 'nih', 'timbang', 'nimbang', 'lokasi', 'usaha', 'npp', 'no', 'atur', 'mudah', 'pelind']"
Positive,uu cipta kerja memberi dampak positif bagi pekerja lokal indoensia maju,"['uu', 'cipta', 'kerja', 'memberi', 'dampak', 'positif', 'bagi', 'pekerja', 'lokal', 'indoensia', 'maju']","['uu', 'cipta', 'kerja', 'dampak', 'positif', 'pekerja', 'lokal', 'indoensia', 'maju']","['uu', 'cipta', 'kerja', 'dampak', 'positif', 'kerja', 'lokal', 'indoensia', 'maju']"
Positive,xe x xa uu cipta kerja menjawakekhawatiran masyarakat soal mafia tanah indoensia maju,"['xe', 'x', 'xa', 'uu', 'cipta', 'kerja', 'menjawakekhawatiran', 'masyarakat', 'soal', 'mafia', 'tanah', 'indoensia', 'maju']","['xe', 'x', 'xa', 'uu', 'cipta', 'kerja', 'menjawakekhawatiran', 'masyarakat', 'mafia', 'tanah', 'indoensia', 'maju']","['xe', 'x', 'xa', 'uu', 'cipta', 'kerja', 'menjawakekhawatiran', 'masyarakat', 'mafia', 'tanah', 'indoensia', 'maju']"
Positive,uu cipta kerja menjaga persaingan usaha indoensia maju,"['uu', 'cipta', 'kerja', 'menjaga', 'persaingan', 'usaha', 'indoensia', 'maju']","['uu', 'cipta', 'kerja', 'menjaga', 'persaingan', 'usaha', 'indoensia', 'maju']","['uu', 'cipta', 'kerja', 'jaga', 'saing', 'usaha', 'indoensia', 'maju']"
Positive,pak skrg sdh mau msk q kt kemenko perekonomian uu cipta kerja bisa bikin ekonomi melesat kami tungg,"['pak', 'skrg', 'sdh', 'mau', 'msk', 'q', 'kt', 'kemenko', 'perekonomian', 'uu', 'cipta', 'kerja', 'bisa', 'bikin', 'ekonomi', 'melesat', 'kami', 'tungg']","['skrg', 'sdh', 'msk', 'q', 'kt', 'kemenko', 'perekonomian', 'uu', 'cipta', 'kerja', 'bikin', 'ekonomi', 'melesat', 'tungg']","['skrg', 'sdh', 'msk', 'q', 'kt', 'kemenko', 'ekonomi', 'uu', 'cipta', 'kerja', 'bikin', 'ekonomi', 'lesat', 'tungg']"
Positive,dpr dorong pemerintah percepat aturan turunan uu cipta kerja,"['dpr', 'dorong', 'pemerintah', 'percepat', 'aturan', 'turunan', 'uu', 'cipta', 'kerja']","['dpr', 'dorong', 'pemerintah', 'percepat', 'aturan', 'turunan', 'uu', 'cipta', 'kerja']","['dpr', 'dorong', 'perintah', 'cepat', 'atur', 'turun', 'uu', 'cipta', 'kerja']"
Neutral,hai kak natas penghasilan tersebut diterima pada tanggal dan masa pajak apa ya kak apakah sebelum s,"['hai', 'kak', 'natas', 'penghasilan', 'tersebut', 'diterima', 'pada', 'tanggal', 'dan', 'masa', 'pajak', 'apa', 'ya', 'kak', 'apakah', 'sebelum', 's']","['hai', 'kak', 'natas', 'penghasilan', 'diterima', 'tanggal', 'pajak', 'ya', 'kak', 's']","['hai', 'kak', 'natas', 'hasil', 'terima', 'tanggal', 'pajak', 'ya', 'kak', 's']"
Positive,benarkah partai mperjuangkan kepentingan negara saya ragu meeeka hanya memperjuanhkan kepentingan kelompok m eka,"['benarkah', 'partai', 'mperjuangkan', 'kepentingan', 'negara', 'saya', 'ragu', 'meeeka', 'hanya', 'memperjuanhkan', 'kepentingan', 'kelompok', 'm', 'eka']","['partai', 'mperjuangkan', 'kepentingan', 'negara', 'ragu', 'meeeka', 'memperjuanhkan', 'kepentingan', 'kelompok', 'm', 'eka']","['partai', 'mperjuangkan', 'penting', 'negara', 'ragu', 'meeeka', 'memperjuanhkan', 'penting', 'kelompok', 'm', 'eka']"
Neutral,asosiasi asuransi jiwa indonesia aaji meminta pemerintah mengkaji kembali kebijakan pengenaan paja,"['asosiasi', 'asuransi', 'jiwa', 'indonesia', 'aaji', 'meminta', 'pemerintah', 'mengkaji', 'kembali', 'kebijakan', 'pengenaan', 'paja']","['asosiasi', 'asuransi', 'jiwa', 'indonesia', 'aaji', 'pemerintah', 'mengkaji', 'kebijakan', 'pengenaan', 'paja']","['asosiasi', 'asuransi', 'jiwa', 'indonesia', 'aaji', 'perintah', 'kaji', 'bijak', 'kena', 'paja']"
Neutral,amdal dalam uu cipta kerja diatur melalui pp pengaturannya termaktudalam baii yang terdiri dari bagian de,"['amdal', 'dalam', 'uu', 'cipta', 'kerja', 'diatur', 'melalui', 'pp', 'pengaturannya', 'termaktudalam', 'baii', 'yang', 'terdiri', 'dari', 'bagian', 'de']","['amdal', 'uu', 'cipta', 'kerja', 'diatur', 'pp', 'pengaturannya', 'termaktudalam', 'baii', 'de']","['amdal', 'uu', 'cipta', 'kerja', 'atur', 'pp', 'atur', 'termaktudalam', 'baii', 'de']"
Neutral,di luar pasal pasal normatif ada beberapa catatan terhadapp peraturan pemerintah pp turunan undang undang uu cipta ke,"['di', 'luar', 'pasal', 'pasal', 'normatif', 'ada', 'beberapa', 'catatan', 'terhadapp', 'peraturan', 'pemerintah', 'pp', 'turunan', 'undang', 'undang', 'uu', 'cipta', 'ke']","['pasal', 'pasal', 'normatif', 'catatan', 'terhadapp', 'peraturan', 'pemerintah', 'pp', 'turunan', 'undang', 'undang', 'uu', 'cipta']","['pasal', 'pasal', 'normatif', 'catat', 'terhadapp', 'atur', 'perintah', 'pp', 'turun', 'undang', 'undang', 'uu', 'cipta']"
Positive,kartu prakerja dan uu cipta kerja solusi yang melengkapi,"['kartu', 'prakerja', 'dan', 'uu', 'cipta', 'kerja', 'solusi', 'yang', 'melengkapi']","['kartu', 'prakerja', 'uu', 'cipta', 'kerja', 'solusi', 'melengkapi']","['kartu', 'prakerja', 'uu', 'cipta', 'kerja', 'solusi', 'lengkap']"
Positive,cont kalimat tersebut tidak mengalami perubahan pada uu cipta kerja nomor tahun klaster paj,"['cont', 'kalimat', 'tersebut', 'tidak', 'mengalami', 'perubahan', 'pada', 'uu', 'cipta', 'kerja', 'nomor', 'tahun', 'klaster', 'paj']","['cont', 'kalimat', 'mengalami', 'perubahan', 'uu', 'cipta', 'kerja', 'nomor', 'klaster', 'paj']","['cont', 'kalimat', 'alami', 'ubah', 'uu', 'cipta', 'kerja', 'nomor', 'klaster', 'paj']"
Negative,penahanan hrs apa rasional cuman soal kerumunan nitu bukan soal garong uang negara nitu bukan soal pemberontakk,"['penahanan', 'hrs', 'apa', 'rasional', 'cuman', 'soal', 'kerumunan', 'nitu', 'bukan', 'soal', 'garong', 'uang', 'negara', 'nitu', 'bukan', 'soal', 'pemberontakk']","['penahanan', 'hrs', 'rasional', 'cuman', 'kerumunan', 'nitu', 'garong', 'uang', 'negara', 'nitu', 'pemberontakk']","['tahan', 'hrs', 'rasional', 'cuman', 'kerumun', 'nitu', 'garong', 'uang', 'negara', 'nitu', 'pemberontakk']"
Positive,dan yg lo bela itu berkarya heyy sjk kpn plagiat di sebut karya sekali plagiat ya cap itu bakalan ad smp kapanpun,"['dan', 'yg', 'lo', 'bela', 'itu', 'berkarya', 'heyy', 'sjk', 'kpn', 'plagiat', 'di', 'sebut', 'karya', 'sekali', 'plagiat', 'ya', 'cap', 'itu', 'bakalan', 'ad', 'smp', 'kapanpun']","['yg', 'lo', 'bela', 'berkarya', 'heyy', 'sjk', 'kpn', 'plagiat', 'karya', 'plagiat', 'ya', 'cap', 'ad', 'smp']","['yg', 'lo', 'bela', 'karya', 'heyy', 'sjk', 'kpn', 'plagiat', 'karya', 'plagiat', 'ya', 'cap', 'ad', 'smp']"
Positive,uu cipta kerja dapat membuka lapangan pekerjaan yang seluas luasnya younglexapologizetolayzhang,"['uu', 'cipta', 'kerja', 'dapat', 'membuka', 'lapangan', 'pekerjaan', 'yang', 'seluas', 'luasnya', 'younglexapologizetolayzhang']","['uu', 'cipta', 'kerja', 'membuka', 'lapangan', 'pekerjaan', 'seluas', 'luasnya', 'younglexapologizetolayzhang']","['uu', 'cipta', 'kerja', 'buka', 'lapang', 'kerja', 'luas', 'luas', 'younglexapologizetolayzhang']"
Positive,wakil ketua dpr ri azis syamsuddin meminta pemerintah daerah pemda dan aparat keamanan untuk mempercepat implemen,"['wakil', 'ketua', 'dpr', 'ri', 'azis', 'syamsuddin', 'meminta', 'pemerintah', 'daerah', 'pemda', 'dan', 'aparat', 'keamanan', 'untuk', 'mempercepat', 'implemen']","['wakil', 'ketua', 'dpr', 'ri', 'azis', 'syamsuddin', 'pemerintah', 'daerah', 'pemda', 'aparat', 'keamanan', 'mempercepat', 'implemen']","['wakil', 'ketua', 'dpr', 'ri', 'azis', 'syamsuddin', 'perintah', 'daerah', 'pemda', 'aparat', 'aman', 'cepat', 'implemen']"
Positive,siapa yang kemaren demo uu cipta kerja tapi skrng otw menikmati jkp,"['siapa', 'yang', 'kemaren', 'demo', 'uu', 'cipta', 'kerja', 'tapi', 'skrng', 'otw', 'menikmati', 'jkp']","['kemaren', 'demo', 'uu', 'cipta', 'kerja', 'skrng', 'otw', 'menikmati', 'jkp']","['kemaren', 'demo', 'uu', 'cipta', 'kerja', 'skrng', 'otw', 'nikmat', 'jkp']"
Positive,uu cipta kerja dorong sektor pertanian berkembang dari hulu sampai hilir,"['uu', 'cipta', 'kerja', 'dorong', 'sektor', 'pertanian', 'berkembang', 'dari', 'hulu', 'sampai', 'hilir']","['uu', 'cipta', 'kerja', 'dorong', 'sektor', 'pertanian', 'berkembang', 'hulu', 'hilir']","['uu', 'cipta', 'kerja', 'dorong', 'sektor', 'tani', 'kembang', 'hulu', 'hilir']"
Negative,uu cipta kerja batasi tenaga asing,"['uu', 'cipta', 'kerja', 'batasi', 'tenaga', 'asing']","['uu', 'cipta', 'kerja', 'batasi', 'tenaga', 'asing']","['uu', 'cipta', 'kerja', 'batas', 'tenaga', 'asing']"
